"Full Name",Position,"Arm Length","Height (Inches)",BMI,"Draft Pick","Draft Year","Hand Size"
"Reggie Diggs",WR,"32 5/8",75,26.7,Undrafted,2016,"9 1/4"
"Reggie Wayne",WR,-,72,26.9,1.30,2001,-
"Reggie White",WR,"32 1/2",74,26.7,Undrafted,2019,"8 1/2"
"Ricardo Lockette",WR,"33 3/4",74,27.1,Undrafted,2011,"9 3/4"
"Ricardo Louis",WR,"32 3/8",74,27.6,4.16,2016,"9 1/2"
"Richard Mullaney",WR,"31 1/4",74,26.2,Undrafted,2016,"8 5/8"
"Richie James",WR,"31 1/4",69,27.3,7.22,2018,"9 1/4"
"Ricky Collins",WR,"32 3/8",72,27.1,Undrafted,2015,"9    "
"Ricky Jeune",WR,"32 1/2",74,27.3,Undrafted,2018,"9 5/8"
"Rico Gafford",WR,"29 3/4",70,26.4,Undrafted,2018,"8 1/2"
"Rico Richardson",WR,"31 5/8",73,24.4,Undrafted,2013,"8 3/4"
"Riley Cooper",WR,"32 5/8",75,27.7,5.28,2010,"10 3/8"
"Riley McCarron",WR,"30 1/8",69,27.8,Undrafted,2017,"8 1/8"
"Riley Ridley",WR,"32 5/8",73,26.3,4.24,2019,"10 1/4"
"Rishard Matthews",WR,"32 1/2",72,28.5,7.20,2012,"9 1/8"
"River Cracraft",WR,"29 1/2",72,26.2,Undrafted,2017,"8 1/2"
"Robby Anderson",WR,"30    ",75,23.7,Undrafted,2016,"8 5/8"
"Robert Davis",WR,"33    ",75,27.4,6.25,2017,"9 5/8"
"Robert Foster",WR,"32 1/8",74,25.2,Undrafted,2018,"9 1/4"
"Robert Herron",WR,"30 1/2",69,28.5,6.09,2014,"9 3/4"
"Robert Meachem",WR,-,74,27.6,1.27,2007,-
"Robert Wheelwright",WR,"31 7/8",74,26.3,Undrafted,2017,"9 1/8"
"Robert Woods",WR,"31    ",72,27.3,2.09,2013,"9 1/4"
"Rod Streater",WR,"32 1/8",75,25.0,Undrafted,2012,-
"Roddy White",WR,"31 5/8",73,27.4,1.27,2005,"9 5/8"
"Rodney Adams",WR,"32    ",73,24.9,5.27,2017,"9    "
"Rodney Smith",WR,"34 3/4",76,26.7,Undrafted,2013,"10 1/4"
"Roger Lewis",WR,"32    ",72,27.3,Undrafted,2016,"9 3/4"
"Ron'Quavion Tarver",WR,"33 3/4",76,27.4,Undrafted,2019,"8 3/4"
"Ross Apo",WR,"34 3/8",75,26.2,Undrafted,2015,"9 1/4"
"Rudy Rudolph",WR,"31 5/8",73,22.4,Undrafted,2015,"8 3/8"
"Rueben Randle",WR,"33    ",75,26.0,2.31,2012,"9 1/2"
"Russell Gage",WR,"33    ",72,25.2,6.20,2018,"9 1/8"
"Russell Shepard",WR,"30 7/8",73,25.7,Undrafted,2013,"9 1/4"
"Ryan Broyles",WR,"30 1/4",70,27.0,2.22,2012,"9    "
"Ryan Davis",WR,"30 7/8",70,27.1,Undrafted,2019,"9 1/4"
"Ryan Grant",WR,"31    ",73,25.2,5.02,2014,"9 5/8"
"Ryan Spadola",WR,"30 3/4",73,26.9,Undrafted,2013,"9 3/4"
"Ryan Switzer",WR,"28    ",68,27.5,4.27,2017,"9 1/4"
"Ryan Whalen",WR,"30    ",73,26.6,6.02,2011,"9    "
"Saalim Hakim",WR,-,71,26.2,Undrafted,2012,-
"Saeed Blacknall",WR,"33 3/8",74,26.7,Undrafted,2018,"9 7/8"
"Sam Mentkowski",WR,-,73,25.7,Undrafted,2018,-
"Sammie Coates",WR,"33 3/8",73,28.0,3.23,2015,"9 3/8"
"Sammy Watkins",WR,"32    ",73,27.8,1.04,2014,"9 5/8"
"Santana Moss",WR,-,70,28.7,1.16,2001,-
"Santonio Holmes",WR,"32    ",71,26.8,1.25,2006,"9 5/8"
"Scott Miller",WR,"29 1/4",69,25.7,6.35,2019,"8 3/4"
"Seantavius Jones",WR,"34 7/8",75,26.0,Undrafted,2014,"9 5/8"
"Seth Roberts",WR,"32 1/2",74,25.2,Undrafted,2014,"8 7/8"
"Seyi Ajirotutu",WR,"32 5/8",75,26.4,Undrafted,2010,"9 3/8"
"Shane Wynn",WR,"29 1/2",66,25.3,Undrafted,2015,"8 7/8"
"Shaq Evans",WR,"32    ",73,28.1,4.15,2014,"9 5/8"
"Shaq Hill",WR,"30    ",69,28.5,Undrafted,2017,"8 1/4"
"Shawn Poindexter",WR,"33 1/8",77,25.1,Undrafted,2019,"9 1/4"
"Shay Fields",WR,"30 1/8",70,26.8,Undrafted,2018,"8 7/8"
"Shelton Gibson",WR,"32    ",71,26.6,5.22,2017,"8 7/8"
"Shun Brown",WR,"29 3/4",68,28.1,Undrafted,2019,"9    "
"Sidney Rice",WR,"32 1/2",75,25.2,2.12,2007,"9 1/4"
"Simmie Cobbs",WR,"32    ",75,27.5,Undrafted,2018,"9 1/4"
"Skye Dawson",WR,"28 1/4",69,23.6,Undrafted,2013,"8 1/8"
"Solomon Patton",WR,"29 3/4",68,27.2,Undrafted,2014,"9 1/8"
"Speedy Noil",WR,"30    ",71,27.8,Undrafted,2017,"9 1/4"
"Stacy Coley",WR,"32 1/4",72,26.4,7.01,2017,"9 3/4"
"Stanley Morgan",WR,"32 3/8",72,27.4,Undrafted,2019,"9 7/8"
"Stedman Bailey",WR,"32 3/4",70,27.7,3.30,2013,"9 7/8"
"Stefon Diggs",WR,"31 1/4",72,26.4,5.10,2015,"10    "
"Stephen Hill",WR,"33 3/8",76,26.2,2.11,2012,"9 3/8"
"Sterling Shepard",WR,"30 3/8",70,27.8,2.09,2016,"9 3/4"
"Steve Ishmael",WR,"32 3/4",74,27.2,Undrafted,2018,"8 1/2"
"Steve Johnson",WR,"32 3/4",74,25.9,7.17,2008,"9 5/8"
"Steve Smith",WR,-,69,27.3,3.12,2001,-
"Steven Dunbar",WR,"32 7/8",74,26.3,Undrafted,2018,"9 1/4"
"Steven Mitchell",WR,"30 3/8",70,27.1,Undrafted,2018,"9 3/8"
"T.J. Graham",WR,"32 3/4",71,25.1,3.06,2012,"9    "
"T.J. Jones",WR,"30 5/8",72,25.5,6.13,2014,"10    "
"T.J. Moe",WR,"30 1/8",71,27.9,Undrafted,2013,"9 3/4"
"T.Y. Hilton",WR,"32    ",69,27.0,3.29,2012,"8 1/2"
"Tajae Sharpe",WR,"32 1/4",74,24.9,5.01,2016,"8 3/8"
"Tandon Doss",WR,"31 1/4",74,26.6,4.26,2011,"10 1/8"
"Tanner Gentry",WR,"30 1/2",73,27.4,Undrafted,2017,"9 7/8"
"Tanner McEvoy",WR,"31    ",78,25.7,Undrafted,2016,"10 3/8"
"Tavares Martin",WR,"32 1/8",73,24.4,Undrafted,2018,"9 1/8"
"Tavarres King",WR,"33    ",72,25.6,5.28,2013,"9 1/2"
"Taylor Gabriel",WR,"29 3/4",68,25.4,Undrafted,2014,"8 3/8"
"Taylor Price",WR,"31 1/4",72,28.7,3.26,2010,"9 1/2"
"Taywan Taylor",WR,"32 5/8",71,28.3,3.08,2017,"9 1/4"
"Ted Ginn",WR,"31 1/4",71,25.1,1.09,2007,"9 1/8"
"Tello Luckett",WR,"31    ",72,28.6,Undrafted,2015,"9 1/4"
"Teo Redding",WR,"32 5/8",73,23.9,Undrafted,2018,"9 3/8"
"Terrance Williams",WR,"31 1/4",74,26.7,3.12,2013,"8 3/4"
"Terrelle Pryor",WR,-,76,28.4,Supplemental,2011,-
"Terren Encalade",WR,"28 3/4",71,25.9,Undrafted,2019,"9 1/2"
"Terrence Toliver",WR,"32    ",77,24.2,Undrafted,2011,"10    "
"Terry Godwin",WR,"30    ",71,25.7,7.23,2019,"9 3/8"
"Terry McLaurin",WR,"31 1/2",72,28.2,3.12,2019,"9 1/8"
"Terry Wright",WR,"30 1/2",70,25.4,Undrafted,2019,"9 1/8"
"Tevaun Smith",WR,"31 3/4",72,27.8,Undrafted,2016,"9 1/2"
"Tevin Jones",WR,"32 1/2",74,27.9,Undrafted,2016,"9 7/8"
"Tevin Reese",WR,"31 5/8",70,23.4,7.25,2014,"8 5/8"
"Thomas Owens",WR,"31 5/8",73,26.5,Undrafted,2018,"9 5/8"
"Thomas Sperbeck",WR,"29 1/4",71,26.1,Undrafted,2017,"8 7/8"
"Tim Benford",WR,"33 1/8",71,27.9,Undrafted,2012,"8 7/8"
"Tim Patrick",WR,"33 5/8",76,25.3,Undrafted,2017,"9 1/2"
"Tim White",WR,"31 1/4",70,25.1,Undrafted,2017,"9 3/4"
"Tiquan Underwood",WR,"32 1/4",73,23.1,7.44,2009,"8 1/2"
"Titus Davis",WR,"29 5/8",73,25.9,Undrafted,2015,"8 1/4"
"Tommy Streeter",WR,"34 3/4",77,26.1,6.28,2012,"9 1/2"
"Tommylee Lewis",WR,"29 3/8",66,27.4,Undrafted,2016,"8 1/8"
"Toney Clemons",WR,"31 5/8",74,27.0,7.24,2012,"9 3/8"
"Tony Pierson",WR,"29 3/4",71,24.4,Undrafted,2015,"8 1/8"
"Tony Stevens",WR,"32 3/8",76,25.8,Undrafted,2017,"9 5/8"
"Tony Washington",WR,"30    ",70,28.0,Undrafted,2014,"9    "
"Tori Gurley",WR,"35    ",76,28.2,Undrafted,2011,"9 3/4"
"Torrence Allen",WR,"32 5/8",72,24.8,Undrafted,2014,"8 7/8"
"Torrey Smith",WR,"32 5/8",72,27.8,2.26,2011,"8 1/2"
"Travin Dural",WR,"32 1/8",73,26.6,Undrafted,2017,"9 1/8"
"Travis Benjamin",WR,"31 3/4",70,25.1,4.05,2012,"8 3/4"
"Travis Fulgham",WR,"33 3/4",74,27.6,6.11,2019,"9 1/2"
"Travis Labhart",WR,"29 1/2",69,26.6,Undrafted,2014,"8 1/8"
"Travis Rudolph",WR,"31 7/8",72,25.6,Undrafted,2017,"9 1/4"
"Tre McBride",WR,"32 1/8",72,28.5,7.28,2015,"9    "
"Tre'Quan Smith",WR,"33 3/8",74,27.0,3.27,2018,"9 1/2"
"Trent Bostick",WR,-,72,27.4,Undrafted,2018,-
"Trent Sherfield",WR,"31 7/8",72,27.5,Undrafted,2018,"9 5/8"
"Trent Taylor",WR,"28 3/4",68,27.5,5.34,2017,"8 1/4"
"Trenton Irwin",WR,"31 1/8",73,26.9,Undrafted,2019,"8 7/8"
"Trevon Brown",WR,"32 1/8",73,27.6,Undrafted,2019,"9 1/8"
"Trevor Davis",WR,"31    ",73,24.8,5.26,2016,"10    "
"Trevor Harman",WR,"31 3/8",75,25.6,Undrafted,2015,"9    "
"Trey Brock",WR,"31 1/2",75,27.2,Undrafted,2019,"9    "
"Trey Griffey",WR,"32 1/8",74,26.8,Undrafted,2017,"9 3/4"
"Trey Quinn",WR,"30 3/4",71,28.3,7.38,2018,"10 1/8"
"Trindon Holliday",WR,"28 3/8",65,26.5,6.28,2010,"8 1/4"
"Troy Pelletier",WR,"32 7/8",75,27.1,Undrafted,2018,"10    "
"Tyler Boyd",WR,"32    ",73,26.0,2.24,2016,"9 3/4"
"Tyler Lockett",WR,"30    ",70,26.1,3.05,2015,"8 3/8"
"Tyler Rutenbeck",WR,"31 1/4",74,23.9,Undrafted,2015,"9 1/2"
"Tyler Slavin",WR,"33    ",74,27.6,Undrafted,2015,"10 3/4"
"Tyre Brady",WR,"33 5/8",75,26.4,Undrafted,2019,"9 3/4"
"Tyreek Hill",WR,"30 1/2",70,26.5,5.28,2016,"8    "
"Tyrell Williams",WR,"33 1/2",75,25.5,Undrafted,2015,"9 7/8"
"Tyron Johnson",WR,"30 7/8",73,25.5,Undrafted,2019,"9 1/4"
"Vernon Johnson",WR,"31 3/8",73,25.1,Undrafted,2015,"9 3/4"
"Victor Bolden",WR,"31 1/8",68,27.1,Undrafted,2017,"9    "
"Victor Cruz",WR,"31    ",72,27.7,Undrafted,2010,"9 1/2"
"Vincent Brown",WR,"33    ",71,26.5,3.18,2011,"10 1/4"
"Vincent Jackson",WR,"32    ",77,27.3,2.29,2005,"9 5/8"
"Vyncint Smith",WR,"31 1/2",74,25.3,Undrafted,2018,"9 1/2"
"Walter Powell",WR,"31 5/8",71,26.4,6.20,2014,"9 1/2"
"Wendall Williams",WR,"30 7/8",71,25.8,Undrafted,2016,"9    "
"Wes Welker",WR,-,69,27.3,Undrafted,2004,-
"Will Fuller",WR,"30 3/4",72,25.2,1.21,2016,"8 1/4"
"Willie Snead",WR,"33    ",71,27.2,Undrafted,2014,"10 1/4"
"Wyatt Demps",WR,"31 3/4",75,25.7,Undrafted,2018,"9 7/8"
"Xavier Ubosi",WR,"31 5/8",75,26.9,Undrafted,2019,"9 1/8"
"Zach Pascal",WR,"32    ",74,28.1,Undrafted,2017,"10    "
"Zay Jones",WR,"32 1/2",74,25.8,2.05,2017,"9    "
